code,dt_date,no2_daily,dt_year,dt_weekdays,week_group
GLKP,2022-11-05,26.19015333333333,2022,Saturday,Weekends
GLKP,2022-11-06,13.265002083333334,2022,Sunday,Weekends
GLKP,2022-11-07,12.590116666666667,2022,Monday,Other Weekdays
GLKP,2022-11-08,16.98751083333333,2022,Tuesday,Core Weekdays
GLKP,2022-11-09,10.176969166666666,2022,Wednesday,Core Weekdays
GLKP,2022-11-10,7.715425,2022,Thursday,Core Weekdays
GLKP,2022-11-11,13.067892916666667,2022,Friday,Other Weekdays
GLKP,2022-11-12,15.993552916666667,2022,Saturday,Weekends
GLKP,2022-11-13,18.21054625,2022,Sunday,Weekends
GLKP,2022-11-14,18.52640625,2022,Monday,Other Weekdays
GLKP,2022-11-15,27.421630416666666,2022,Tuesday,Core Weekdays
GLKP,2022-11-16,29.29305875,2022,Wednesday,Core Weekdays
GLKP,2022-11-17,22.35174375,2022,Thursday,Core Weekdays
GLKP,2022-11-18,20.193761666666667,2022,Friday,Other Weekdays
GLKP,2022-11-19,17.179736666666667,2022,Saturday,Weekends
GLKP,2022-11-20,27.032080416666666,2022,Sunday,Weekends
GLKP,2022-11-21,21.27720625,2022,Monday,Other Weekdays
GLKP,2022-11-22,37.467255,2022,Tuesday,Core Weekdays
GLKP,2022-11-23,21.734820833333334,2022,Wednesday,Core Weekdays
GLKP,2022-11-24,15.207188333333333,2022,Thursday,Core Weekdays
GLKP,2022-11-25,12.72692375,2022,Friday,Other Weekdays
GLKP,2022-11-26,9.441115833333333,2022,Saturday,Weekends
GLKP,2022-11-27,8.882377916666666,2022,Sunday,Weekends
GLKP,2022-11-28,42.8266775,2022,Monday,Other Weekdays
GLKP,2022-11-29,42.19186833333333,2022,Tuesday,Core Weekdays
GLKP,2022-11-30,37.572057916666665,2022,Wednesday,Core Weekdays
GLKP,2022-12-01,30.285585,2022,Thursday,Core Weekdays
GLKP,2022-12-02,31.196506666666668,2022,Friday,Other Weekdays
GLKP,2022-12-03,27.54053875,2022,Saturday,Weekends
GLKP,2022-12-04,11.94080375,2022,Sunday,Weekends
GLKP,2022-12-05,30.9848475,2022,Monday,Other Weekdays
GLKP,2022-12-06,59.47986875,2022,Tuesday,Core Weekdays
GLKP,2022-12-07,59.45153125,2022,Wednesday,Core Weekdays
GLKP,2022-12-08,58.4728,2022,Thursday,Core Weekdays
GLKP,2022-12-09,51.582546666666666,2022,Friday,Other Weekdays
GLKP,2022-12-10,56.810102083333334,2022,Saturday,Weekends
GLKP,2022-12-11,39.29596375,2022,Sunday,Weekends
GLKP,2022-12-12,49.65241,2022,Monday,Other Weekdays
GLKP,2022-12-13,51.63547333333334,2022,Tuesday,Core Weekdays
GLKP,2022-12-14,55.73561291666667,2022,Wednesday,Core Weekdays
GLKP,2022-12-15,63.0802925,2022,Thursday,Core Weekdays
GLKP,2022-12-16,33.556513333333335,2022,Friday,Other Weekdays
GLKP,2022-12-17,38.019395,2022,Saturday,Weekends
GLKP,2022-12-18,21.44431625,2022,Sunday,Weekends
GLKP,2022-12-19,15.353080416666668,2022,Monday,Other Weekdays
GLKP,2022-12-20,17.125405833333332,2022,Tuesday,Core Weekdays
GLKP,2022-12-21,14.315206250000001,2022,Wednesday,Core Weekdays
GLKP,2022-12-22,41.19626916666667,2022,Thursday,Core Weekdays
GLKP,2022-12-23,20.7601775,2022,Friday,Other Weekdays
GLKP,2022-12-24,15.32841,2022,Saturday,Weekends
GLKP,2022-12-25,11.170485000000001,2022,Sunday,Weekends
GLKP,2022-12-26,12.778080833333334,2022,Monday,Other Weekdays
GLKP,2022-12-27,30.235060833333335,2022,Tuesday,Core Weekdays
GLKP,2022-12-28,19.03634125,2022,Wednesday,Core Weekdays
GLKP,2022-12-29,16.23690291666667,2022,Thursday,Core Weekdays
GLKP,2022-12-30,12.677459166666667,2022,Friday,Other Weekdays
GLKP,2022-12-31,30.028807083333334,2022,Saturday,Weekends
GHSR,2023-08-01,12.3237875,2023,Tuesday,Core Weekdays
GHSR,2023-08-02,10.90005875,2023,Wednesday,Core Weekdays
GHSR,2023-08-03,22.032645833333333,2023,Thursday,Core Weekdays
GHSR,2023-08-04,12.6346775,2023,Friday,Other Weekdays
GHSR,2023-08-05,11.960142083333334,2023,Saturday,Weekends
GHSR,2023-08-06,14.838291250000001,2023,Sunday,Weekends
GHSR,2023-08-07,11.463366666666667,2023,Monday,Other Weekdays
GHSR,2023-08-08,12.87158625,2023,Tuesday,Core Weekdays
GHSR,2023-08-09,15.574020833333332,2023,Wednesday,Core Weekdays
GHSR,2023-08-10,14.7965275,2023,Thursday,Core Weekdays
GHSR,2023-08-11,8.099119583333334,2023,Friday,Other Weekdays
GHSR,2023-08-12,5.926585,2023,Saturday,Weekends
GHSR,2023-08-13,4.17527875,2023,Sunday,Weekends
GHSR,2023-08-14,18.425150833333333,2023,Monday,Other Weekdays
GHSR,2023-08-15,18.26797708333333,2023,Tuesday,Core Weekdays
GHSR,2023-08-16,16.87547380952381,2023,Wednesday,Core Weekdays
GHSR,2023-08-17,8.858448749999999,2023,Thursday,Core Weekdays
GHSR,2023-08-18,5.338127083333333,2023,Friday,Other Weekdays
GHSR,2023-08-19,5.0931575,2023,Saturday,Weekends
GHSR,2023-08-20,5.826754583333333,2023,Sunday,Weekends
GHSR,2023-08-21,4.8524070833333335,2023,Monday,Other Weekdays
GHSR,2023-08-22,9.684099166666666,2023,Tuesday,Core Weekdays
GHSR,2023-08-23,16.189085217391305,2023,Wednesday,Core Weekdays
GHSR,2023-08-24,11.621940416666666,2023,Thursday,Core Weekdays
GHSR,2023-08-25,19.278811666666666,2023,Friday,Other Weekdays
GHSR,2023-08-26,25.742628260869566,2023,Saturday,Weekends
GHSR,2023-08-27,20.213664166666668,2023,Sunday,Weekends
GHSR,2023-08-28,17.318991666666665,2023,Monday,Other Weekdays
GHSR,2023-08-29,13.308375416666667,2023,Tuesday,Core Weekdays
GHSR,2023-08-30,22.766217916666665,2023,Wednesday,Core Weekdays
GHSR,2023-08-31,15.615898333333334,2023,Thursday,Core Weekdays
GHSR,2023-09-01,11.634064583333334,2023,Friday,Other Weekdays
GHSR,2023-09-02,13.50212,2023,Saturday,Weekends
GHSR,2023-09-03,10.181054166666666,2023,Sunday,Weekends
GHSR,2023-09-04,15.495205833333333,2023,Monday,Other Weekdays
GHSR,2023-09-05,15.652814166666667,2023,Tuesday,Core Weekdays
GHSR,2023-09-06,15.202759166666667,2023,Wednesday,Core Weekdays
GHSR,2023-09-07,27.52744625,2023,Thursday,Core Weekdays
GHSR,2023-09-08,27.04838416666667,2023,Friday,Other Weekdays
GHSR,2023-09-09,18.41654958333333,2023,Saturday,Weekends
GHSR,2023-09-10,16.002137916666666,2023,Sunday,Weekends
GHSR,2023-09-11,17.077994166666667,2023,Monday,Other Weekdays
GHSR,2023-09-12,17.060569166666667,2023,Tuesday,Core Weekdays
GHSR,2023-09-13,15.292194583333334,2023,Wednesday,Core Weekdays
GHSR,2023-09-14,12.96563875,2023,Thursday,Core Weekdays
GHSR,2023-09-15,20.732762916666665,2023,Friday,Other Weekdays
GHSR,2023-09-16,10.58009375,2023,Saturday,Weekends
GHSR,2023-09-17,13.212249166666666,2023,Sunday,Weekends
GHSR,2023-09-18,14.38552875,2023,Monday,Other Weekdays
GHSR,2023-09-19,12.283327083333333,2023,Tuesday,Core Weekdays
GHSR,2023-09-20,7.175998695652174,2023,Wednesday,Core Weekdays
GHSR,2023-09-21,10.274130833333333,2023,Thursday,Core Weekdays
GHSR,2023-09-22,28.432547083333333,2023,Friday,Other Weekdays
GHSR,2023-09-23,13.104457083333333,2023,Saturday,Weekends
GHSR,2023-09-24,6.792649583333334,2023,Sunday,Weekends
GHSR,2023-09-25,4.956150416666667,2023,Monday,Other Weekdays
GHSR,2023-09-26,11.204348333333334,2023,Tuesday,Core Weekdays
GHSR,2023-09-27,16.1119375,2023,Wednesday,Core Weekdays
GHSR,2023-09-28,6.7803375,2023,Thursday,Core Weekdays
GHSR,2023-09-29,9.748145000000001,2023,Friday,Other Weekdays
GHSR,2023-09-30,16.51138375,2023,Saturday,Weekends
GHSR,2023-10-01,14.76609375,2023,Sunday,Weekends
GHSR,2023-10-02,10.68609375,2023,Monday,Other Weekdays
GHSR,2023-10-03,13.87359375,2023,Tuesday,Core Weekdays
GHSR,2023-10-04,15.97734375,2023,Wednesday,Core Weekdays
GHSR,2023-10-05,17.85796875,2023,Thursday,Core Weekdays
GHSR,2023-10-06,14.71828125,2023,Friday,Other Weekdays
GHSR,2023-10-07,11.0925,2023,Saturday,Weekends
GHSR,2023-10-08,16.74234375,2023,Sunday,Weekends
GHSR,2023-10-09,15.998478260869565,2023,Monday,Other Weekdays
GHSR,2023-10-10,11.8575,2023,Tuesday,Core Weekdays
GHSR,2023-10-11,16.51125,2023,Wednesday,Core Weekdays
GHSR,2023-10-12,20.10515625,2023,Thursday,Core Weekdays
GHSR,2023-10-13,16.76625,2023,Friday,Other Weekdays
GHSR,2023-10-14,26.62359375,2023,Saturday,Weekends
GHSR,2023-10-15,25.42828125,2023,Sunday,Weekends
GHSR,2023-10-16,35.11516304347826,2023,Monday,Other Weekdays
GHSR,2023-10-17,21.236718749999998,2023,Tuesday,Core Weekdays
GHSR,2023-10-18,7.25953125,2023,Wednesday,Core Weekdays
GHSR,2023-10-19,8.947173913043478,2023,Thursday,Core Weekdays
GHSR,2023-10-20,4.69359375,2023,Friday,Other Weekdays
GHSR,2023-10-21,16.76625,2023,Saturday,Weekends
GHSR,2023-10-22,25.9303125,2023,Sunday,Weekends
GHSR,2023-10-23,18.710625,2023,Monday,Other Weekdays
GHSR,2023-10-24,17.5471875,2023,Tuesday,Core Weekdays
GHSR,2023-10-25,26.575781250000002,2023,Wednesday,Core Weekdays
GHSR,2023-10-26,14.451847826086956,2023,Thursday,Core Weekdays
GHSR,2023-10-27,11.411249999999999,2023,Friday,Other Weekdays
GHSR,2023-10-28,6.733593750000001,2023,Saturday,Weekends
GHSR,2023-10-29,6.725625,2023,Sunday,Weekends
GHSR,2023-10-30,9.62625,2023,Monday,Other Weekdays
GHSR,2023-10-31,11.45109375,2023,Tuesday,Core Weekdays
GHSR,2023-11-01,12.853593750000002,2023,Wednesday,Core Weekdays
GHSR,2023-11-02,31.37296875,2023,Thursday,Core Weekdays
GHSR,2023-11-03,39.493125,2023,Friday,Other Weekdays
GHSR,2023-11-04,23.8425,2023,Saturday,Weekends
GHSR,2023-11-05,27.285,2023,Sunday,Weekends
GHSR,2023-11-06,25.18921875,2023,Monday,Other Weekdays
GHSR,2023-11-07,32.7675,2023,Tuesday,Core Weekdays
GHSR,2023-11-08,18.11296875,2023,Wednesday,Core Weekdays
GHSR,2023-11-09,26.950312500000003,2023,Thursday,Core Weekdays
GHSR,2023-11-10,43.9078125,2023,Friday,Other Weekdays
GHSR,2023-11-11,42.4734375,2023,Saturday,Weekends
GHSR,2023-11-12,19.96171875,2023,Sunday,Weekends
GHSR,2023-11-13,25.731093750000003,2023,Monday,Other Weekdays
GLA4,2023-08-01,41.63261958333333,2023,Tuesday,Core Weekdays
GLA4,2023-08-02,46.71567666666667,2023,Wednesday,Core Weekdays
GLA4,2023-08-03,31.392925416666667,2023,Thursday,Core Weekdays
GLA4,2023-08-04,32.63587166666667,2023,Friday,Other Weekdays
GLA4,2023-08-05,38.86682833333333,2023,Saturday,Weekends
GLA4,2023-08-06,32.885252916666666,2023,Sunday,Weekends
GLA4,2023-08-07,31.765137083333332,2023,Monday,Other Weekdays
GLA4,2023-08-08,30.94867916666667,2023,Tuesday,Core Weekdays
GLA4,2023-08-09,33.127660416666664,2023,Wednesday,Core Weekdays
GLA4,2023-08-10,41.927002083333335,2023,Thursday,Core Weekdays
GLA4,2023-08-11,25.8818725,2023,Friday,Other Weekdays
GLA4,2023-08-12,20.36241875,2023,Saturday,Weekends
GLA4,2023-08-13,12.188093333333333,2023,Sunday,Weekends
GLA4,2023-08-14,34.00592416666667,2023,Monday,Other Weekdays
GLA4,2023-08-15,30.42261875,2023,Tuesday,Core Weekdays
GLA4,2023-08-16,37.94667916666666,2023,Wednesday,Core Weekdays
GLA4,2023-08-17,37.29462458333333,2023,Thursday,Core Weekdays
GLA4,2023-08-18,38.860807916666666,2023,Friday,Other Weekdays
GLA4,2023-08-19,23.951340416666667,2023,Saturday,Weekends
GLA4,2023-08-20,14.921206666666668,2023,Sunday,Weekends
GLA4,2023-08-21,12.920283333333334,2023,Monday,Other Weekdays
GLA4,2023-08-22,16.26398347826087,2023,Tuesday,Core Weekdays
GLA4,2023-08-23,38.944666818181815,2023,Wednesday,Core Weekdays
GLA4,2023-08-24,23.000967083333336,2023,Thursday,Core Weekdays
GLA4,2023-08-25,42.783430833333334,2023,Friday,Other Weekdays
GLA4,2023-08-26,38.921443333333336,2023,Saturday,Weekends
GLA4,2023-08-27,22.38442125,2023,Sunday,Weekends
GLA4,2023-08-28,27.111911666666668,2023,Monday,Other Weekdays
GLA4,2023-08-29,24.16595,2023,Tuesday,Core Weekdays
GLA4,2023-08-30,34.499404166666665,2023,Wednesday,Core Weekdays
GLA4,2023-08-31,44.01541958333333,2023,Thursday,Core Weekdays
GLA4,2023-09-01,52.39238375,2023,Friday,Other Weekdays
GLA4,2023-09-02,32.79152666666667,2023,Saturday,Weekends
GLA4,2023-09-03,17.768816666666666,2023,Sunday,Weekends
GLA4,2023-09-04,26.45904894736842,2023,Monday,Other Weekdays
GLA4,2023-09-05,42.601979166666666,2023,Tuesday,Core Weekdays
GLA4,2023-09-06,53.946102083333336,2023,Wednesday,Core Weekdays
GLA4,2023-09-07,57.8533175,2023,Thursday,Core Weekdays
GLA4,2023-09-08,47.80223958333333,2023,Friday,Other Weekdays
GLA4,2023-09-09,27.195854166666667,2023,Saturday,Weekends
GLA4,2023-09-10,28.797960416666665,2023,Sunday,Weekends
GLA4,2023-09-11,26.572863333333334,2023,Monday,Other Weekdays
GLA4,2023-09-12,43.3031725,2023,Tuesday,Core Weekdays
GLA4,2023-09-13,34.76014125,2023,Wednesday,Core Weekdays
GLA4,2023-09-14,22.819345833333333,2023,Thursday,Core Weekdays
GLA4,2023-09-15,51.15597833333333,2023,Friday,Other Weekdays
GLA4,2023-09-16,49.656982916666664,2023,Saturday,Weekends
GLA4,2023-09-17,44.45274583333333,2023,Sunday,Weekends
GLA4,2023-09-18,29.487874583333333,2023,Monday,Other Weekdays
GLA4,2023-09-19,20.28622375,2023,Tuesday,Core Weekdays
GLA4,2023-09-20,12.287428260869566,2023,Wednesday,Core Weekdays
GLA4,2023-09-21,15.10596,2023,Thursday,Core Weekdays
GLA4,2023-09-22,37.77013625,2023,Friday,Other Weekdays
GLA4,2023-09-23,36.08519375,2023,Saturday,Weekends
GLA4,2023-09-24,22.091707916666667,2023,Sunday,Weekends
GLA4,2023-09-25,14.134531666666666,2023,Monday,Other Weekdays
GLA4,2023-09-26,29.496115833333334,2023,Tuesday,Core Weekdays
GLA4,2023-09-27,39.03543125,2023,Wednesday,Core Weekdays
GLA4,2023-09-28,17.721792916666665,2023,Thursday,Core Weekdays
GLA4,2023-09-29,20.557230416666666,2023,Friday,Other Weekdays
GLA4,2023-09-30,50.90015041666667,2023,Saturday,Weekends
GLA4,2023-10-01,24.511875,2023,Sunday,Weekends
GLA4,2023-10-02,14.1046875,2023,Monday,Other Weekdays
GLA4,2023-10-03,24.36046875,2023,Tuesday,Core Weekdays
GLA4,2023-10-04,28.36078125,2023,Wednesday,Core Weekdays
GLA4,2023-10-05,33.883125,2023,Thursday,Core Weekdays
GLA4,2023-10-06,41.214375,2023,Friday,Other Weekdays
GLA4,2023-10-07,58.2834375,2023,Saturday,Weekends
GLA4,2023-10-08,38.83171875,2023,Sunday,Weekends
GLA4,2023-10-09,32.19375,2023,Monday,Other Weekdays
GLA4,2023-10-10,17.25234375,2023,Tuesday,Core Weekdays
GLA4,2023-10-11,32.5284375,2023,Wednesday,Core Weekdays
GLA4,2023-10-12,36.17015625,2023,Thursday,Core Weekdays
GLA4,2023-10-13,30.400781249999998,2023,Friday,Other Weekdays
GLA4,2023-10-14,18.1846875,2023,Saturday,Weekends
GLA4,2023-10-15,14.06484375,2023,Sunday,Weekends
GLA4,2023-10-16,11.527159090909091,2023,Monday,Other Weekdays
GLA4,2023-10-17,14.239431818181819,2023,Tuesday,Core Weekdays
GLA4,2023-10-18,18.56788043478261,2023,Wednesday,Core Weekdays
GLA4,2023-10-19,32.2734375,2023,Thursday,Core Weekdays
GLA4,2023-10-20,41.6925,2023,Friday,Other Weekdays
GLA4,2023-10-21,38.728125,2023,Saturday,Weekends
GLA4,2023-10-22,41.9315625,2023,Sunday,Weekends
GLA4,2023-10-23,51.07171875,2023,Monday,Other Weekdays
GLA4,2023-10-24,61.43109375,2023,Tuesday,Core Weekdays
GLA4,2023-10-25,59.60625,2023,Wednesday,Core Weekdays
GLA4,2023-10-26,54.08390625,2023,Thursday,Core Weekdays
GLA4,2023-10-27,59.51859375,2023,Friday,Other Weekdays
GLA4,2023-10-28,57.09609375,2023,Saturday,Weekends
GLA4,2023-10-29,46.194843750000004,2023,Sunday,Weekends
GLA4,2023-10-30,55.725468750000005,2023,Monday,Other Weekdays
GLA4,2023-10-31,59.972812499999996,2023,Tuesday,Core Weekdays
GLA4,2023-11-01,48.0834375,2023,Wednesday,Core Weekdays
GLA4,2023-11-02,61.28765625,2023,Thursday,Core Weekdays
GLA4,2023-11-03,56.02828125,2023,Friday,Other Weekdays
GLA4,2023-11-04,63.335625,2023,Saturday,Weekends
GLA4,2023-11-05,49.2628125,2023,Sunday,Weekends
GLA4,2023-11-06,42.81609375,2023,Monday,Other Weekdays
GLA4,2023-11-07,51.08765625,2023,Tuesday,Core Weekdays
GLA4,2023-11-08,35.73984375,2023,Wednesday,Core Weekdays
GLA4,2023-11-09,54.713437500000005,2023,Thursday,Core Weekdays
GLA4,2023-11-10,68.65078125,2023,Friday,Other Weekdays
GLA4,2023-11-11,72.95390625,2023,Saturday,Weekends
GLA4,2023-11-12,48.928125,2023,Sunday,Weekends
GLA4,2023-11-13,54.13171875,2023,Monday,Other Weekdays
GLKP,2023-08-01,11.237787083333332,2023,Tuesday,Core Weekdays
GLKP,2023-08-02,9.544654583333333,2023,Wednesday,Core Weekdays
GLKP,2023-08-03,11.068014166666666,2023,Thursday,Core Weekdays
GLKP,2023-08-04,8.621206666666666,2023,Friday,Other Weekdays
GLKP,2023-08-05,15.16647,2023,Saturday,Weekends
GLKP,2023-08-06,13.863244166666666,2023,Sunday,Weekends
GLKP,2023-08-07,10.58371625,2023,Monday,Other Weekdays
GLKP,2023-08-08,10.00319875,2023,Tuesday,Core Weekdays
GLKP,2023-08-09,14.6959575,2023,Wednesday,Core Weekdays
GLKP,2023-08-10,12.268794166666666,2023,Thursday,Core Weekdays
GLKP,2023-08-11,7.081755416666667,2023,Friday,Other Weekdays
GLKP,2023-08-12,7.047072083333334,2023,Saturday,Weekends
GLKP,2023-08-13,7.11352625,2023,Sunday,Weekends
GLKP,2023-08-14,14.785211666666667,2023,Monday,Other Weekdays
GLKP,2023-08-15,15.754579999999999,2023,Tuesday,Core Weekdays
GLKP,2023-08-16,13.298108749999999,2023,Wednesday,Core Weekdays
GLKP,2023-08-17,8.215324583333333,2023,Thursday,Core Weekdays
GLKP,2023-08-18,6.025051666666666,2023,Friday,Other Weekdays
GLKP,2023-08-19,6.930214583333333,2023,Saturday,Weekends
GLKP,2023-08-20,6.26647375,2023,Sunday,Weekends
GLKP,2023-08-21,9.3272705,2023,Monday,Other Weekdays
GLKP,2023-08-22,9.410132916666667,2023,Tuesday,Core Weekdays
GLKP,2023-08-23,15.357088695652175,2023,Wednesday,Core Weekdays
GLKP,2023-08-24,9.761527083333334,2023,Thursday,Core Weekdays
GLKP,2023-08-25,12.645735833333333,2023,Friday,Other Weekdays
GLKP,2023-08-26,17.049945,2023,Saturday,Weekends
GLKP,2023-08-27,8.764394166666667,2023,Sunday,Weekends
GLKP,2023-08-28,9.4188675,2023,Monday,Other Weekdays
GLKP,2023-08-29,9.708109166666667,2023,Tuesday,Core Weekdays
GLKP,2023-08-30,11.277392173913043,2023,Wednesday,Core Weekdays
GLKP,2023-08-31,14.30884875,2023,Thursday,Core Weekdays
GLKP,2023-09-01,11.726348333333334,2023,Friday,Other Weekdays
GLKP,2023-09-02,10.61680875,2023,Saturday,Weekends
GLKP,2023-09-03,8.296452916666667,2023,Sunday,Weekends
GLKP,2023-09-04,15.407567916666668,2023,Monday,Other Weekdays
GLKP,2023-09-05,16.500752916666666,2023,Tuesday,Core Weekdays
GLKP,2023-09-06,13.734479565217391,2023,Wednesday,Core Weekdays
GLKP,2023-09-07,23.8016725,2023,Thursday,Core Weekdays
GLKP,2023-09-08,21.03739416666667,2023,Friday,Other Weekdays
GLKP,2023-09-09,12.316339583333333,2023,Saturday,Weekends
GLKP,2023-09-10,11.057906666666666,2023,Sunday,Weekends
GLKP,2023-09-11,8.831924583333333,2023,Monday,Other Weekdays
GLKP,2023-09-12,13.197312083333333,2023,Tuesday,Core Weekdays
GLKP,2023-09-13,12.701205652173913,2023,Wednesday,Core Weekdays
GLKP,2023-09-14,11.28229,2023,Thursday,Core Weekdays
GLKP,2023-09-15,18.26372875,2023,Friday,Other Weekdays
GLKP,2023-09-16,8.933720833333334,2023,Saturday,Weekends
GLKP,2023-09-17,12.260035833333333,2023,Sunday,Weekends
GLKP,2023-09-18,10.591282916666668,2023,Monday,Other Weekdays
GLKP,2023-09-19,11.644232083333334,2023,Tuesday,Core Weekdays
GLKP,2023-09-20,8.965350869565217,2023,Wednesday,Core Weekdays
GLKP,2023-09-21,10.117657916666667,2023,Thursday,Core Weekdays
GLKP,2023-09-22,13.272618333333334,2023,Friday,Other Weekdays
GLKP,2023-09-23,9.401134166666667,2023,Saturday,Weekends
GLKP,2023-09-24,7.514532916666668,2023,Sunday,Weekends
GLKP,2023-09-25,6.859766666666666,2023,Monday,Other Weekdays
GLKP,2023-09-26,9.783632916666665,2023,Tuesday,Core Weekdays
GLKP,2023-09-27,17.154727083333334,2023,Wednesday,Core Weekdays
GLKP,2023-09-28,8.77625125,2023,Thursday,Core Weekdays
GLKP,2023-09-29,8.83933625,2023,Friday,Other Weekdays
GLKP,2023-09-30,14.798634166666666,2023,Saturday,Weekends
GLKP,2023-10-01,11.315625,2023,Sunday,Weekends
GLKP,2023-10-02,11.53875,2023,Monday,Other Weekdays
GLKP,2023-10-03,11.19609375,2023,Tuesday,Core Weekdays
GLKP,2023-10-04,14.59078125,2023,Wednesday,Core Weekdays
GLKP,2023-10-05,18.965625,2023,Thursday,Core Weekdays
GLKP,2023-10-06,12.023804347826086,2023,Friday,Other Weekdays
GLKP,2023-10-07,8.415,2023,Saturday,Weekends
GLKP,2023-10-08,13.698281249999999,2023,Sunday,Weekends
GLKP,2023-10-09,13.82578125,2023,Monday,Other Weekdays
GLKP,2023-10-10,9.5625,2023,Tuesday,Core Weekdays
GLKP,2023-10-11,12.973125,2023,Wednesday,Core Weekdays
GLKP,2023-10-12,20.941875,2023,Thursday,Core Weekdays
GLKP,2023-10-13,10.03265625,2023,Friday,Other Weekdays
GLKP,2023-10-14,12.74203125,2023,Saturday,Weekends
GLKP,2023-10-15,18.073125,2023,Sunday,Weekends
GLKP,2023-10-16,34.96397727272727,2023,Monday,Other Weekdays
GLKP,2023-10-17,20.830312499999998,2023,Tuesday,Core Weekdays
GLKP,2023-10-18,8.88515625,2023,Wednesday,Core Weekdays
GLKP,2023-10-19,9.479347826086956,2023,Thursday,Core Weekdays
GLKP,2023-10-20,4.74140625,2023,Friday,Other Weekdays
GLKP,2023-10-21,11.48296875,2023,Saturday,Weekends
GLKP,2023-10-22,24.90234375,2023,Sunday,Weekends
GLKP,2023-10-23,19.021406250000002,2023,Monday,Other Weekdays
GLKP,2023-10-24,16.4315625,2023,Tuesday,Core Weekdays
GLKP,2023-10-25,26.25703125,2023,Wednesday,Core Weekdays
GLKP,2023-10-26,15.1884375,2023,Thursday,Core Weekdays
GLKP,2023-10-27,12.5746875,2023,Friday,Other Weekdays
GLKP,2023-10-28,8.383125,2023,Saturday,Weekends
GLKP,2023-10-29,7.4109375,2023,Sunday,Weekends
GLKP,2023-10-30,9.275625,2023,Monday,Other Weekdays
GLKP,2023-10-31,13.06078125,2023,Tuesday,Core Weekdays
GLKP,2023-11-01,12.93328125,2023,Wednesday,Core Weekdays
GLKP,2023-11-02,21.5315625,2023,Thursday,Core Weekdays
GLKP,2023-11-03,27.763125,2023,Friday,Other Weekdays
GLKP,2023-11-04,22.9340625,2023,Saturday,Weekends
GLKP,2023-11-05,25.12546875,2023,Sunday,Weekends
GLKP,2023-11-06,22.98984375,2023,Monday,Other Weekdays
GLKP,2023-11-07,24.36046875,2023,Tuesday,Core Weekdays
GLKP,2023-11-08,16.39171875,2023,Wednesday,Core Weekdays
GLKP,2023-11-09,25.66734375,2023,Thursday,Core Weekdays
GLKP,2023-11-10,38.664375,2023,Friday,Other Weekdays
GLKP,2023-11-11,42.1546875,2023,Saturday,Weekends
GLKP,2023-11-12,19.31625,2023,Sunday,Weekends
GLKP,2023-11-13,20.407968750000002,2023,Monday,Other Weekdays
