siteId,location,week_group,dt_year,dt_date,dt_month,total_flow
GG2001_S,High St,Weekends,2022,2022-09-11,9,610
GG2001_S,High St,Weekends,2022,2022-09-17,9,701
GG2001_S,High St,Weekends,2022,2022-09-18,9,614
GG2001_S,High St,Weekends,2022,2022-09-24,9,673
GG2001_S,High St,Weekends,2022,2022-09-25,9,603
GG2001_S,High St,Weekends,2023,2023-08-05,8,869
GG2001_S,High St,Weekends,2023,2023-08-06,8,576
GG2001_S,High St,Weekends,2023,2023-08-12,8,599
GG2001_S,High St,Weekends,2023,2023-08-13,8,472
GG2001_S,High St,Weekends,2023,2023-08-19,8,667
GG2001_S,High St,Weekends,2023,2023-08-20,8,685
GG2001_S,High St,Weekends,2023,2023-08-26,8,670
GG2001_S,High St,Weekends,2023,2023-08-27,8,468
GG2001_S,High St,Weekends,2023,2023-09-02,9,773
GG2001_S,High St,Weekends,2023,2023-09-03,9,540
GG2001_S,High St,Weekends,2023,2023-09-09,9,691
GG2001_S,High St,Weekends,2023,2023-09-10,9,546
GG2001_S,High St,Weekends,2023,2023-09-16,9,754
GG2001_S,High St,Weekends,2023,2023-09-17,9,515
GG2001_S,High St,Weekends,2023,2023-09-23,9,686
GG2001_S,High St,Weekends,2023,2023-09-24,9,574
GG2001_S,High St,Weekends,2023,2023-09-30,9,661
